Player,MP,WS,Link,TotalMP,TotalWS,Year
Casey Jacobsen,1147,1.2,/players/j/jacobca01.html,575420,1222.1,2002
Chris Jefferies,666,-0.5,/players/j/jeffech01.html,575420,1222.1,2002
Jared Jeffries,292,0.3,/players/j/jeffrja01.html,575420,1222.1,2002
Fred Jones,115,0,/players/j/jonesfr01.html,575420,1222.1,2002
Tito Maddox,35,0,/players/m/maddoti01.html,575420,1222.1,2002
Roger Mason,113,0.1,/players/m/masonro01.html,575420,1222.1,2002
Yao Ming*,2382,8.7,/players/m/mingya01.html,575420,1222.1,2002
Ronald Murray,62,-0.3,/players/m/murraro01.html,575420,1222.1,2002
Bostjan Nachbar,77,-0.1,/players/n/nachbbo01.html,575420,1222.1,2002
Chris Owens,6,0,/players/o/owensch01.html,575420,1222.1,2002
Tayshaun Prince,435,0.8,/players/p/princta01.html,575420,1222.1,2002
Kareem Rush,872,-0.6,/players/r/rushka01.html,575420,1222.1,2002
John Salmons,504,0.6,/players/s/salmojo01.html,575420,1222.1,2002
Jamal Sampson,8,0,/players/s/sampsja01.html,575420,1222.1,2002
Tamar Slay,274,0,/players/s/slayta01.html,575420,1222.1,2002
Amar'e Stoudemire,2570,6.2,/players/s/stoudam01.html,575420,1222.1,2002
Nikoloz Tskitishvili,1320,-1,/players/t/tskitni01.html,575420,1222.1,2002
Dajuan Wagner,1385,0.3,/players/w/wagneda02.html,575420,1222.1,2002
Jiri Welsch,234,-0.4,/players/w/welscji01.html,575420,1222.1,2002
Chris Wilcox,479,0.6,/players/w/wilcoch01.html,575420,1222.1,2002
Frank Williams,167,-0.1,/players/w/willifr02.html,575420,1222.1,2002
Jay Williams,1961,0.8,/players/w/willija03.html,575420,1222.1,2002
Qyntel Woods,334,0.2,/players/w/woodsqy01.html,575420,1222.1,2002
Vincent Yarbrough,1381,1,/players/y/yarbrvi01.html,575420,1222.1,2002
Carmelo Anthony,2995,6.1,/players/a/anthoca01.html,574770,1229.3,2003
Marcus Banks,1385,0.7,/players/b/banksma01.html,574770,1229.3,2003
Leandro Barbosa,1500,1.9,/players/b/barbole01.html,574770,1229.3,2003
Jerome Beasley,5,0,/players/b/beaslje01.html,574770,1229.3,2003
Troy Bell,34,-0.2,/players/b/belltr01.html,574770,1229.3,2003
Steve Blake,1392,0.7,/players/b/blakest01.html,574770,1229.3,2003
Keith Bogans,1787,1.3,/players/b/boganke01.html,574770,1229.3,2003
Chris Bosh,2510,6.2,/players/b/boshch01.html,574770,1229.3,2003
Zarko Cabarkapa,570,-0.4,/players/c/cabarza01.html,574770,1229.3,2003
Brian Cook,442,1.1,/players/c/cookbr01.html,574770,1229.3,2003
Boris Diaw,1919,0.8,/players/d/diawbo01.html,574770,1229.3,2003
Ndudi Ebi,32,0,/players/e/ebind01.html,574770,1229.3,2003
T.J. Ford,1472,0.7,/players/f/fordtj01.html,574770,1229.3,2003
Reece Gaines,364,-0.5,/players/g/gainere01.html,574770,1229.3,2003
Willie Green,767,0,/players/g/greenwi01.html,574770,1229.3,2003
Travis Hansen,507,0.2,/players/h/hansetr01.html,574770,1229.3,2003
Jarvis Hayes,2044,0.5,/players/h/hayesja01.html,574770,1229.3,2003
Kirk Hinrich,2706,4.1,/players/h/hinriki01.html,574770,1229.3,2003
Josh Howard,1589,3.5,/players/h/howarjo01.html,574770,1229.3,2003
Brandon Hunter,406,0.6,/players/h/huntebr01.html,574770,1229.3,2003
LeBron James,3122,5.1,/players/j/jamesle01.html,574770,1229.3,2003
Dahntay Jones,154,-0.4,/players/j/jonesda02.html,574770,1229.3,2003
James Jones,26,0,/players/j/jonesja02.html,574770,1229.3,2003
Chris Kaman,1843,0,/players/k/kamanch01.html,574770,1229.3,2003
Jason Kapono,427,0.5,/players/k/kaponja01.html,574770,1229.3,2003
Kyle Korver,882,1,/players/k/korveky01.html,574770,1229.3,2003
Maciej Lampe,224,0.1,/players/l/lampema01.html,574770,1229.3,2003
Darko Milicic,159,-0.2,/players/m/milicda01.html,574770,1229.3,2003
Travis Outlaw,19,0,/players/o/outlatr01.html,574770,1229.3,2003
Zaza Pachulia,664,0.3,/players/p/pachuza01.html,574770,1229.3,2003
Sasha Pavlovic,1144,0.9,/players/p/pavloal01.html,574770,1229.3,2003
Kendrick Perkins,35,0.1,/players/p/perkike01.html,574770,1229.3,2003
Mickael Pietrus,748,1.5,/players/p/pietrmi01.html,574770,1229.3,2003
Zoran Planinic,473,0.7,/players/p/planizo01.html,574770,1229.3,2003
Luke Ridnour,1114,1.2,/players/r/ridnolu01.html,574770,1229.3,2003
Mike Sweetney,494,1.4,/players/s/sweetmi01.html,574770,1229.3,2003
Slavko Vranes,3,0,/players/v/vranesl01.html,574770,1229.3,2003
Dwyane Wade,2126,4.6,/players/w/wadedw01.html,574770,1229.3,2003
Luke Walton,730,1.6,/players/w/waltolu01.html,574770,1229.3,2003
David West,930,2.8,/players/w/westda01.html,574770,1229.3,2003
Mo Williams,772,0.2,/players/w/willima01.html,574770,1229.3,2003
Tony Allen,1262,2.7,/players/a/allento01.html,595e3,1264.3,2004
Rafael Araujo,736,0.3,/players/a/araujra01.html,595e3,1264.3,2004
Trevor Ariza,1382,2.1,/players/a/arizatr01.html,595e3,1264.3,2004
Andris Biedrins,384,1.2,/players/b/biedran01.html,595e3,1264.3,2004
Antonio Burks,219,0.5,/players/b/burksan01.html,595e3,1264.3,2004
Lionel Chalmers,433,-0.2,/players/c/chalmli01.html,595e3,1264.3,2004
Josh Childress,2376,4.6,/players/c/childjo01.html,595e3,1264.3,2004
Luol Deng,1663,3,/players/d/denglu01.html,595e3,1264.3,2004
Chris Duhon,2177,4.1,/players/d/duhonch01.html,595e3,1264.3,2004
Andre Emmett,28,0,/players/e/emmetan01.html,595e3,1264.3,2004
Luis Flores,77,0,/players/f/florelu01.html,595e3,1264.3,2004
Matt Freije,441,-0.5,/players/f/freijma01.html,595e3,1264.3,2004
Ben Gordon,2002,3.5,/players/g/gordobe01.html,595e3,1264.3,2004
Devin Harris,1173,2.7,/players/h/harride01.html,595e3,1264.3,2004
David Harrison,760,1.4,/players/h/harrida01.html,595e3,1264.3,2004
Dwight Howard,2670,7.3,/players/h/howardw01.html,595e3,1264.3,2004
Kris Humphries,873,-0.3,/players/h/humphkr01.html,595e3,1264.3,2004
Andre Iguodala,2686,6.6,/players/i/iguodan01.html,595e3,1264.3,2004
Royal Ivey,809,0.2,/players/i/iveyro01.html,595e3,1264.3,2004
Luke Jackson,43,0.1,/players/j/jackslu02.html,595e3,1264.3,2004
Al Jefferson,1051,2.7,/players/j/jeffeal01.html,595e3,1264.3,2004
Viktor Khryapa,523,0.3,/players/k/khryavi01.html,595e3,1264.3,2004
Shaun Livingston,814,0.1,/players/l/livinsh01.html,595e3,1264.3,2004
Kevin Martin,455,0.1,/players/m/martike02.html,595e3,1264.3,2004
Jameer Nelson,1612,2.5,/players/n/nelsoja01.html,595e3,1264.3,2004
Emeka Okafor,2600,4,/players/o/okafoem01.html,595e3,1264.3,2004
Pavel Podkolzin,10,0,/players/p/podkopa01.html,595e3,1264.3,2004
Peter John Ramos,20,0,/players/r/ramospe01.html,595e3,1264.3,2004
Justin Reed,121,0.3,/players/r/reedju01.html,595e3,1264.3,2004
Bernard Robinson,328,0.3,/players/r/robinbe01.html,595e3,1264.3,2004
Ha Seung-Jin,104,-0.2,/players/s/seungha01.html,595e3,1264.3,2004
Donta Smith,433,0.2,/players/s/smithdo04.html,595e3,1264.3,2004
J.R. Smith,1859,0.2,/players/s/smithjr01.html,595e3,1264.3,2004
Josh Smith,2050,2.4,/players/s/smithjo03.html,595e3,1264.3,2004
Kirk Snyder,906,-0.2,/players/s/snydeki01.html,595e3,1264.3,2004
Pape Sow,255,0.2,/players/s/sowpa01.html,595e3,1264.3,2004
Robert Swift,72,0,/players/s/swiftro01.html,595e3,1264.3,2004
Sebastian Telfair,1330,-0.4,/players/t/telfase01.html,595e3,1264.3,2004
Beno Udrih,1149,3.1,/players/u/udrihbe01.html,595e3,1264.3,2004
Anderson Varejao,863,3,/players/v/varejan01.html,595e3,1264.3,2004
Jackson Vroman,705,-0.1,/players/v/vromaja01.html,595e3,1264.3,2004
Sasha Vujacic,403,0.2,/players/v/vujacsa01.html,595e3,1264.3,2004
Delonte West,507,0.9,/players/w/westde01.html,595e3,1264.3,2004
Dorell Wright,27,-0.1,/players/w/wrighdo01.html,595e3,1264.3,2004
Alex Acker,35,-0.2,/players/a/ackeral01.html,595556,1269.6,2005
Martynas Andriuskevicius,9,0,/players/a/andrima01.html,595556,1269.6,2005
Brandon Bass,268,0.1,/players/b/bassbr01.html,595556,1269.6,2005
Andray Blatche,175,0.1,/players/b/blatcan01.html,595556,1269.6,2005
Andrew Bogut,2348,5.5,/players/b/bogutan01.html,595556,1269.6,2005
Andrew Bynum,338,0.1,/players/b/bynuman01.html,595556,1269.6,2005
Travis Diener,246,0.6,/players/d/dienetr01.html,595556,1269.6,2005
Ike Diogu,1031,2.6,/players/d/dioguik01.html,595556,1269.6,2005
Monta Ellis,886,0.5,/players/e/ellismo01.html,595556,1269.6,2005
Daniel Ewing,971,0.3,/players/e/ewingda01.html,595556,1269.6,2005
Raymond Felton,2406,2.6,/players/f/feltora01.html,595556,1269.6,2005
Channing Frye,1572,3.5,/players/f/fryech01.html,595556,1269.6,2005
Francisco Garcia,1301,1.6,/players/g/garcifr01.html,595556,1269.6,2005
Ryan Gomes,1376,3.1,/players/g/gomesry01.html,595556,1269.6,2005
Joey Graham,1581,1.3,/players/g/grahajo01.html,595556,1269.6,2005
Danny Granger,1765,5.1,/players/g/grangda01.html,595556,1269.6,2005
Gerald Green,374,0.5,/players/g/greenge01.html,595556,1269.6,2005
Orien Greene,1235,-0.3,/players/g/greenor01.html,595556,1269.6,2005
Luther Head,2310,3.5,/players/h/headlu01.html,595556,1269.6,2005
Julius Hodge,33,-0.2,/players/h/hodgeju01.html,595556,1269.6,2005
Jarrett Jack,1599,1.2,/players/j/jackja01.html,595556,1269.6,2005
Amir Johnson,39,0.2,/players/j/johnsam01.html,595556,1269.6,2005
Linas Kleiza,519,1.2,/players/k/kleizli01.html,595556,1269.6,2005
Yaroslav Korolev,127,0,/players/k/korolya01.html,595556,1269.6,2005
David Lee,1129,2.7,/players/l/leeda02.html,595556,1269.6,2005
Jason Maxiell,159,-0.2,/players/m/maxieja01.html,595556,1269.6,2005
Sean May,398,0.4,/players/m/mayse01.html,595556,1269.6,2005
Rashad McCants,1362,1.6,/players/m/mccanra01.html,595556,1269.6,2005
C.J. Miles,203,0.3,/players/m/milescj01.html,595556,1269.6,2005
Chris Paul,2808,10.4,/players/p/paulch01.html,595556,1269.6,2005
Johan Petro,1282,1,/players/p/petrojo01.html,595556,1269.6,2005
Lawrence Roberts,181,0.5,/players/r/roberla01.html,595556,1269.6,2005
Nate Robinson,1544,1.5,/players/r/robinna01.html,595556,1269.6,2005
Wayne Simien,414,0.8,/players/s/simiewa01.html,595556,1269.6,2005
Salim Stoudamire,1236,1.2,/players/s/stoudsa01.html,595556,1269.6,2005
Chris Taft,144,0.5,/players/t/taftch01.html,595556,1269.6,2005
Dijon Thompson,43,0.1,/players/t/thompdi01.html,595556,1269.6,2005
Ronny Turiaf,161,0.4,/players/t/turiaro01.html,595556,1269.6,2005
Charlie Villanueva,2361,3.9,/players/v/villach01.html,595556,1269.6,2005
Von Wafer,73,-0.3,/players/w/wafervo01.html,595556,1269.6,2005
Hakim Warrick,724,0.8,/players/w/warriha01.html,595556,1269.6,2005
Martell Webster,1070,0.9,/players/w/webstma02.html,595556,1269.6,2005
Robert Whaley,212,0,/players/w/whalero01.html,595556,1269.6,2005
Deron Williams,2307,2.8,/players/w/willide01.html,595556,1269.6,2005
Lou Williams,145,-0.1,/players/w/willilo02.html,595556,1269.6,2005
Marvin Williams,1952,2.8,/players/w/willima02.html,595556,1269.6,2005
Antoine Wright,370,-0.5,/players/w/wrighan01.html,595556,1269.6,2005
Bracey Wright,135,0.2,/players/w/wrighbr02.html,595556,1269.6,2005
Hassan Adams,495,1,/players/a/adamsha01.html,595767,1263.7,2006
Maurice Ager,214,-0.3,/players/a/agerma01.html,595767,1263.7,2006
LaMarcus Aldridge,1392,3.4,/players/a/aldrila01.html,595767,1263.7,2006
Hilton Armstrong,634,1.2,/players/a/armsthi01.html,595767,1263.7,2006
James Augustine,7,0,/players/a/augusja01.html,595767,1263.7,2006
Renaldo Balkman,1064,2.8,/players/b/balkmre01.html,595767,1263.7,2006
Andrea Bargnani,1629,1.9,/players/b/bargnan01.html,595767,1263.7,2006
Will Blalock,166,-0.1,/players/b/blalowi01.html,595767,1263.7,2006
Josh Boone,669,1.7,/players/b/boonejo01.html,595767,1263.7,2006
Ronnie Brewer,675,1.7,/players/b/brewero02.html,595767,1263.7,2006
Dee Brown,450,0.2,/players/b/brownde03.html,595767,1263.7,2006
Shannon Brown,202,0.1,/players/b/brownsh01.html,595767,1263.7,2006
Rodney Carney,1169,1.3,/players/c/carnero01.html,595767,1263.7,2006
Mardy Collins,777,0,/players/c/collima01.html,595767,1263.7,2006
Paul Davis,180,0.2,/players/d/davispa01.html,595767,1263.7,2006
Quincy Douby,359,0,/players/d/doubyqu01.html,595767,1263.7,2006
Jordan Farmar,1090,0.9,/players/f/farmajo01.html,595767,1263.7,2006
Randy Foye,1879,2.3,/players/f/foyera01.html,595767,1263.7,2006
Rudy Gay,2103,0.5,/players/g/gayru01.html,595767,1263.7,2006
Daniel Gibson,988,2,/players/g/gibsoda01.html,595767,1263.7,2006
Ryan Hollins,185,0.2,/players/h/holliry01.html,595767,1263.7,2006
Alexander Johnson,753,1.3,/players/j/johnsal01.html,595767,1263.7,2006
Bobby Jones,336,0.3,/players/j/jonesbo02.html,595767,1263.7,2006
Solomon Jones,666,1.6,/players/j/jonesso01.html,595767,1263.7,2006
Kyle Lowry,175,0.5,/players/l/lowryky01.html,595767,1263.7,2006
Damir Markota,170,-0.2,/players/m/markoda01.html,595767,1263.7,2006
Paul Millsap,1472,4.7,/players/m/millspa01.html,595767,1263.7,2006
Adam Morrison,2326,-1.5,/players/m/morriad01.html,595767,1263.7,2006
David Noel,792,0.4,/players/n/noelda01.html,595767,1263.7,2006
Steve Novak,191,0.4,/players/n/novakst01.html,595767,1263.7,2006
Patrick O'Bryant,119,0,/players/o/obryapa01.html,595767,1263.7,2006
Leon Powe,720,1.7,/players/p/powele01.html,595767,1263.7,2006
J.J. Redick,622,1.7,/players/r/redicjj01.html,595767,1263.7,2006
Sergio Rodriguez,862,0.9,/players/r/rodrise01.html,595767,1263.7,2006
Rajon Rondo,1831,2.4,/players/r/rondora01.html,595767,1263.7,2006
Brandon Roy,2015,4.8,/players/r/roybr01.html,595767,1263.7,2006
Thabo Sefolosha,868,0.8,/players/s/sefolth01.html,595767,1263.7,2006
Mouhamed Sene,169,0,/players/s/senesa01.html,595767,1263.7,2006
Cedric Simmons,534,0.3,/players/s/simmoce01.html,595767,1263.7,2006
Craig Smith,1537,3.9,/players/s/smithcr01.html,595767,1263.7,2006
Tyrus Thomas,966,2.2,/players/t/thomaty01.html,595767,1263.7,2006
P.J. Tucker,83,0.1,/players/t/tuckepj01.html,595767,1263.7,2006
Marcus Vinicius,103,0.1,/players/v/vincima01.html,595767,1263.7,2006
James White,137,0.3,/players/w/whiteja02.html,595767,1263.7,2006
Marcus Williams,1315,-0.1,/players/w/willima03.html,595767,1263.7,2006
Shawne Williams,556,0.7,/players/w/willish03.html,595767,1263.7,2006
Shelden Williams,1514,2.2,/players/w/willish02.html,595767,1263.7,2006
Arron Afflalo,970,1.9,/players/a/afflaar01.html,594122,1263.9,2007
Morris Almond,39,-0.1,/players/a/almonmo01.html,594122,1263.9,2007
Marco Belinelli,241,0,/players/b/belinma01.html,594122,1263.9,2007
Corey Brewer,1803,-0.2,/players/b/breweco01.html,594122,1263.9,2007
Aaron Brooks,608,1.4,/players/b/brookaa01.html,594122,1263.9,2007
Wilson Chandler,685,0.5,/players/c/chandwi01.html,594122,1263.9,2007
Mike Conley,1381,1.1,/players/c/conlemi01.html,594122,1263.9,2007
Daequan Cook,1441,-0.4,/players/c/cookda02.html,594122,1263.9,2007
Javaris Crittenton,679,0.1,/players/c/crittja01.html,594122,1263.9,2007
Jermareo Davidson,322,-0.1,/players/d/davidje01.html,594122,1263.9,2007
Glen Davis,940,2.5,/players/d/davisgl01.html,594122,1263.9,2007
Jared Dudley,1384,2.9,/players/d/dudleja01.html,594122,1263.9,2007
Kevin Durant,2768,2.3,/players/d/duranke01.html,594122,1263.9,2007
Nick Fazekas,269,0.8,/players/f/fazekni01.html,594122,1263.9,2007
Kyrylo Fesenko,70,0,/players/f/fesenky01.html,594122,1263.9,2007
Aaron Gray,613,0.8,/players/g/grayaa01.html,594122,1263.9,2007
Jeff Green,2253,0.2,/players/g/greenje02.html,594122,1263.9,2007
Taurean Green,74,-0.1,/players/g/greenta01.html,594122,1263.9,2007
Spencer Hawes,931,0.6,/players/h/hawessp01.html,594122,1263.9,2007
Al Horford,2540,5.5,/players/h/horfoal01.html,594122,1263.9,2007
Yi Jianlian,1647,0.7,/players/j/jianlyi01.html,594122,1263.9,2007
Carl Landry,711,3.7,/players/l/landrca01.html,594122,1263.9,2007
Stephane Lasme,303,0.3,/players/l/lasmest01.html,594122,1263.9,2007
Acie Law,865,-0.1,/players/l/lawac01.html,594122,1263.9,2007
Dominic McGuire,695,0,/players/m/mcguido01.html,594122,1263.9,2007
Josh McRoberts,28,0.1,/players/m/mcrobjo01.html,594122,1263.9,2007
Demetris Nichols,44,-0.2,/players/n/nichode01.html,594122,1263.9,2007
Joakim Noah,1534,3.8,/players/n/noahjo01.html,594122,1263.9,2007
Gabe Pruitt,95,0.1,/players/p/pruitga01.html,594122,1263.9,2007
Chris Richard,556,0.4,/players/r/richach01.html,594122,1263.9,2007
Ramon Sessions,450,0.7,/players/s/sessira01.html,594122,1263.9,2007
Jason Smith,1107,1.5,/players/s/smithja02.html,594122,1263.9,2007
D.J. Strawberry,270,-0.2,/players/s/strawdj01.html,594122,1263.9,2007
Rodney Stuckey,1081,2,/players/s/stuckro01.html,594122,1263.9,2007
Al Thornton,2158,1.1,/players/t/thornal01.html,594122,1263.9,2007
Alando Tucker,48,0,/players/t/tuckeal02.html,594122,1263.9,2007
Marcus Williams,36,-0.1,/players/w/willima04.html,594122,1263.9,2007
Sean Williams,1278,2.5,/players/w/willise01.html,594122,1263.9,2007
Brandan Wright,376,1.1,/players/w/wrighbr03.html,594122,1263.9,2007
Julian Wright,640,1.7,/players/w/wrighju01.html,594122,1263.9,2007
Nick Young,1158,0.4,/players/y/youngni01.html,594122,1263.9,2007
Thaddeus Young,1554,4.5,/players/y/youngth01.html,594122,1263.9,2007
Alexis Ajinca,182,-0.1,/players/a/ajincal01.html,594661,1264.8,2008
Joe Alexander,716,0.4,/players/a/alexajo01.html,594661,1264.8,2008
Ryan Anderson,1312,2.5,/players/a/anderry01.html,594661,1264.8,2008
Darrell Arthur,1464,1.7,/players/a/arthuda01.html,594661,1264.8,2008
D.J. Augustin,1908,5.1,/players/a/augusdj01.html,594661,1264.8,2008
Nicolas Batum,1454,3.7,/players/b/batumni01.html,594661,1264.8,2008
Jerryd Bayless,655,0.3,/players/b/bayleje01.html,594661,1264.8,2008
Michael Beasley,2009,3.4,/players/b/beaslmi01.html,594661,1264.8,2008
Mario Chalmers,2626,5.2,/players/c/chalmma01.html,594661,1264.8,2008
Joe Crawford,23,0,/players/c/crawfjo01.html,594661,1264.8,2008
Joey Dorsey,6,0,/players/d/dorsejo01.html,594661,1264.8,2008
Chris Douglas-Roberts,585,0.6,/players/d/douglch01.html,594661,1264.8,2008
Goran Dragic,728,0.1,/players/d/dragigo01.html,594661,1264.8,2008
Danilo Gallinari,412,1,/players/g/gallida01.html,594661,1264.8,2008
J.R. Giddens,8,0,/players/g/giddejr01.html,594661,1264.8,2008
Eric Gordon,2677,4.6,/players/g/gordoer01.html,594661,1264.8,2008
Donte Greene,725,-1.1,/players/g/greendo01.html,594661,1264.8,2008
Malik Hairston,155,0.1,/players/h/hairsma01.html,594661,1264.8,2008
Roy Hibbert,1009,2.1,/players/h/hibbero01.html,594661,1264.8,2008
J.J. Hickson,705,1.5,/players/h/hicksjj01.html,594661,1264.8,2008
George Hill,1270,2.1,/players/h/hillge01.html,594661,1264.8,2008
Darnell Jackson,430,0.8,/players/j/jacksda01.html,594661,1264.8,2008
Nathan Jawai,19,-0.1,/players/j/jawaina01.html,594661,1264.8,2008
DeAndre Jordan,771,1.3,/players/j/jordade01.html,594661,1264.8,2008
Kosta Koufos,565,1.3,/players/k/koufoko01.html,594661,1264.8,2008
Courtney Lee,1939,4.4,/players/l/leeco01.html,594661,1264.8,2008
Brook Lopez,2501,5.8,/players/l/lopezbr01.html,594661,1264.8,2008
Robin Lopez,614,1.1,/players/l/lopezro01.html,594661,1264.8,2008
Kevin Love,2048,5.3,/players/l/loveke01.html,594661,1264.8,2008
O.J. Mayo,3120,3.4,/players/m/mayooj01.html,594661,1264.8,2008
Luc Mbah a Moute,2114,4,/players/m/mbahalu01.html,594661,1264.8,2008
JaVale McGee,1143,2,/players/m/mcgeeja01.html,594661,1264.8,2008
Anthony Randolph,1129,1.6,/players/r/randoan01.html,594661,1264.8,2008
Derrick Rose,3e3,4.9,/players/r/rosede01.html,594661,1264.8,2008
Brandon Rush,1803,0.9,/players/r/rushbr01.html,594661,1264.8,2008
Walter Sharpe,20,-0.1,/players/s/sharpwa01.html,594661,1264.8,2008
Sean Singletary,303,0,/players/s/singlse01.html,594661,1264.8,2008
Marreese Speights,1263,3.8,/players/s/speigma01.html,594661,1264.8,2008
Mike Taylor,771,-0.4,/players/t/taylomi01.html,594661,1264.8,2008
Jason Thompson,2303,2.7,/players/t/thompja02.html,594661,1264.8,2008
Henry Walker,216,0.5,/players/w/walkebi01.html,594661,1264.8,2008
Kyle Weaver,1166,1.2,/players/w/weaveky01.html,594661,1264.8,2008
Sonny Weems,55,-0.3,/players/w/weemsso01.html,594661,1264.8,2008
Russell Westbrook,2668,1.9,/players/w/westbru01.html,594661,1264.8,2008
D.J. White,130,0.4,/players/w/whitedj01.html,594661,1264.8,2008
Jeff Ayres,405,1.3,/players/p/pendeje02.html,594508,1269.9,2009
Rodrigue Beaubois,700,2,/players/b/beaubro01.html,594508,1269.9,2009
DeJuan Blair,1494,4.6,/players/b/blairde01.html,594508,1269.9,2009
Jon Brockman,654,1.7,/players/b/brockjo01.html,594508,1269.9,2009
Derrick Brown,535,1.3,/players/b/brownde04.html,594508,1269.9,2009
Chase Budinger,1488,3.1,/players/b/budinch01.html,594508,1269.9,2009
DeMarre Carroll,795,0.5,/players/c/carrode01.html,594508,1269.9,2009
Omri Casspi,1931,2.5,/players/c/casspom01.html,594508,1269.9,2009
Earl Clark,383,-0.3,/players/c/clarkea01.html,594508,1269.9,2009
Darren Collison,2109,2.9,/players/c/collida01.html,594508,1269.9,2009
Dante Cunningham,707,1.9,/players/c/cunnida01.html,594508,1269.9,2009
Stephen Curry,2896,4.7,/players/c/curryst01.html,594508,1269.9,2009
Austin Daye,915,1.3,/players/d/dayeau01.html,594508,1269.9,2009
DeMar DeRozan,1664,2.3,/players/d/derozde01.html,594508,1269.9,2009
Toney Douglas,1087,2.2,/players/d/douglto01.html,594508,1269.9,2009
Wayne Ellington,1384,0.4,/players/e/ellinwa01.html,594508,1269.9,2009
Tyreke Evans,2677,5.4,/players/e/evansty01.html,594508,1269.9,2009
Jonny Flynn,2339,0.1,/players/f/flynnjo01.html,594508,1269.9,2009
Taj Gibson,2204,4.7,/players/g/gibsota01.html,594508,1269.9,2009
Danny Green,115,0.2,/players/g/greenda02.html,594508,1269.9,2009
Taylor Griffin,32,0,/players/g/griffta01.html,594508,1269.9,2009
Tyler Hansbrough,511,0.7,/players/h/hansbty01.html,594508,1269.9,2009
James Harden,1738,4.5,/players/h/hardeja01.html,594508,1269.9,2009
Gerald Henderson,355,0.4,/players/h/hendege02.html,594508,1269.9,2009
Jordan Hill,624,1.4,/players/h/hilljo01.html,594508,1269.9,2009
Jrue Holiday,1767,1.2,/players/h/holidjr01.html,594508,1269.9,2009
Lester Hudson,131,0.1,/players/h/hudsole01.html,594508,1269.9,2009
Brandon Jennings,2671,4.2,/players/j/jennibr01.html,594508,1269.9,2009
Jonas Jerebko,2232,4.4,/players/j/jerebjo01.html,594508,1269.9,2009
James Johnson,757,0.8,/players/j/johnsja01.html,594508,1269.9,2009
Ty Lawson,1318,3.7,/players/l/lawsoty01.html,594508,1269.9,2009
Eric Maynor,1269,1.9,/players/m/maynoer01.html,594508,1269.9,2009
Jodie Meeks,719,0.9,/players/m/meeksjo01.html,594508,1269.9,2009
Patty Mills,38,0,/players/m/millspa02.html,594508,1269.9,2009
Byron Mullens,54,-0.1,/players/m/mulleby01.html,594508,1269.9,2009
A.J. Price,865,1.2,/players/p/priceaj01.html,594508,1269.9,2009
DaJuan Summers,405,0,/players/s/summeda01.html,594508,1269.9,2009
Jermaine Taylor,303,0.1,/players/t/tayloje02.html,594508,1269.9,2009
Jeff Teague,719,0.6,/players/t/teaguje01.html,594508,1269.9,2009
Hasheem Thabeet,883,2,/players/t/thabeha01.html,594508,1269.9,2009
Marcus Thornton,1872,4,/players/t/thornma01.html,594508,1269.9,2009
Terrence Williams,1764,-0.3,/players/w/willite01.html,594508,1269.9,2009
Sam Young,1321,1.2,/players/y/youngsa01.html,594508,1269.9,2009
Solomon Alabi,59,-0.2,/players/a/alabiso01.html,595061,1266.2,2010
Cole Aldrich,142,0.2,/players/a/aldrico01.html,595061,1266.2,2010
Al-Farouq Aminu,1452,0.7,/players/a/aminual01.html,595061,1266.2,2010
James Anderson,286,0.3,/players/a/anderja01.html,595061,1266.2,2010
Luke Babbitt,137,-0.4,/players/b/babbilu01.html,595061,1266.2,2010
Eric Bledsoe,1841,0.3,/players/b/bledser01.html,595061,1266.2,2010
Trevor Booker,1063,2.6,/players/b/booketr01.html,595061,1266.2,2010
Craig Brackins,33,-0.1,/players/b/brackcr01.html,595061,1266.2,2010
Avery Bradley,162,-0.5,/players/b/bradlav01.html,595061,1266.2,2010
Derrick Caracter,215,0.3,/players/c/caracde01.html,595061,1266.2,2010
DeMarcus Cousins,2309,1.1,/players/c/couside01.html,595061,1266.2,2010
Jordan Crawford,1027,-0.6,/players/c/crawfjo02.html,595061,1266.2,2010
Ed Davis,1602,4,/players/d/davised01.html,595061,1266.2,2010
Devin Ebanks,118,0.4,/players/e/ebankde01.html,595061,1266.2,2010
Jeremy Evans,463,1.6,/players/e/evansje01.html,595061,1266.2,2010
Derrick Favors,1535,2.9,/players/f/favorde01.html,595061,1266.2,2010
Landry Fields,2541,5.3,/players/f/fieldla01.html,595061,1266.2,2010
Paul George,1265,2.4,/players/g/georgpa01.html,595061,1266.2,2010
Luke Harangody,640,0.6,/players/h/haranlu01.html,595061,1266.2,2010
Gordon Hayward,1218,1.2,/players/h/haywago01.html,595061,1266.2,2010
Lazar Hayward,419,0.3,/players/h/haywala01.html,595061,1266.2,2010
Xavier Henry,527,0.2,/players/h/henryxa01.html,595061,1266.2,2010
Damion James,403,0.1,/players/j/jamesda01.html,595061,1266.2,2010
Armon Johnson,277,-0.3,/players/j/johnsar02.html,595061,1266.2,2010
Wesley Johnson,2069,1.3,/players/j/johnswe01.html,595061,1266.2,2010
Dominique Jones,135,0,/players/j/jonesdo02.html,595061,1266.2,2010
Gani Lawal,2,0,/players/l/lawalga01.html,595061,1266.2,2010
Greg Monroe,2222,6.6,/players/m/monrogr01.html,595061,1266.2,2010
Hamady N'Diaye,80,0.1,/players/n/ndiayha01.html,595061,1266.2,2010
Patrick Patterson,868,2.4,/players/p/pattepa01.html,595061,1266.2,2010
